Name,state,City,Address,Stars,Valoracion
Central Taco & Tequila,Nueva Jersey,Haddon Township,350 Haddon Ave,1,Malo
La Piedad,Indiana,Indianapolis,6524 Cornell Ave,5,Muy bueno
The Rum House,Luisiana,New Orleans,3128 Magazine St,5,Muy bueno
Nitallys Thai-Mex Express,Florida,South Pasadena,"6800 Gulfport Blvd S, Ste 111",3,Muy bueno
Chava's Mexican Restaurant,Missouri,Saint Louis,925 Geyer Ave,5,Muy bueno
Padaro Beach Grill,California,Carpinteria,3765 Santa Claus Ln,5,Muy bueno
Two Amigos Mexican Taqueria,Pensilvania,Norristown,2828 W Main St,5,Muy bueno
Antojitos Puebla,Indiana,Indianapolis,5657 W Washington St,5,Muy bueno
El  Sitio,California,Santa  Barbara,2830 De La Vina St,5,Muy bueno
La Indita,Arizona,Tucson,722 N Stone Ave,5,Muy bueno
Viva Burrito,Arizona,Tucson,1372 W St Mary's Rd,2,Muy bueno
Chipotle Mexican Grill,Idaho,Boise,205 N Milwaukee St,2,Malo
Tacos 46,Indiana,Indianapolis,3089 N High School Rd,5,Regular
Costa Vida Fresh Mexican Grill,Nevada,Sparks,"2955 N Mccarran Blvd, Ste 101",1,Malo
Taqueria Hernandez,Florida,Plant City,4616 Florida 60,5,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,Philadelphia,261 S 44th St,4,Muy bueno
Jack in the Box,Missouri,Florissant,158 Howdershell Rd,1,Malo
Zapata's Mexican Restaurant,Illinois,Fairview Heights,4660 N Illinois St,1,Muy bueno
Los Compadres,Nevada,Reno,25 Foothill Rd,5,Muy bueno
La Mesa Tortillas,Arizona,Tucson,7823 E Broadway Blvd,5,Muy bueno
Bartaco,Florida,Tampa,1601 W Snow Ave,5,Muy bueno
Uncle Julio's,Tennessee,Brentwood,209 Franklin Rd,2,Muy bueno
Lorenzos Cabana,Nueva Jersey,Westville,191 Broadway,4,Muy bueno
Cantina Feliz,Pensilvania,Fort Washington,424 S Bethlehem Pike,4,Muy bueno
Teresa's Mosaic Cafe,Arizona,Tucson,2455 N Silverbell Rd,2,Malo
Tanias 33 Mexican Food,Arizona,Tucson,614 N Grande Ave,5,Muy bueno
Candelaria's Cafe Shop,Nevada,Reno,"180 W Peckham Ln, Ste 1110",4,Muy bueno
Chipotle Mexican Grill,Pensilvania,Wayne,323 E Lancaster Ave,1,Muy bueno
Chuy's,Florida,Lutz,25750 Sierra Center Blvd,4,Muy bueno
Gran Agave,Florida,Riverview,5924 Providence Rd,5,Muy bueno
Aqui Con el Nene,Arizona,Tucson,65 W Valencia Rd,4,Muy bueno
Carlitos Cafe Y Cantina,California,Santa Barbara,"1324 State St, Ste A",5,Muy bueno
Poncho's Restaurant,Arizona,Tucson,"5470 E Speedway Blvd, Ste A-101",5,Muy bueno
Mi Jalapeno,Illinois,O'Fallon,"1333 Central Park Dr, Ste 115",5,Muy bueno
Walnut Grill - Sunset Hills,Missouri,St. Louis,10797 Sunset Hills Plz,5,Muy bueno
Chipotle Mexican Grill,Tennessee,Franklin,"430 Cool Springs Blvd, Ste 100",1,Malo
Border Cafe,Delaware,Newark,483 Stanton Christiana Rd,1,Muy bueno
Habanero Grill,Tennessee,Nashville,2543 Lebanon Pike,5,Muy bueno
Mas Tacos Por Favor,Tennessee,Nashville,732 Mcferrin Ave,5,Muy bueno
Nada,Indiana,Indianapolis,11 W Maryland St,1,Malo
Costa Vida,Arizona,Tucson,6307 E Broadway Blvd,4,Muy bueno
Naked Fins,Idaho,Boise,1120 S Broadway Ave,4,Muy bueno
Garcia's Mexican Restaurant - Cool Springs,Tennessee,Franklin,"1709 Galleria Blvd, Ste 1013",4,Muy bueno
El Rancho Viejo,Pensilvania,Philadelphia,942 S 5th St,5,Muy bueno
The Greyhound Cafe,Pensilvania,Malvern,81 Lancaster Ave,5,Muy bueno
Chuy's Mesquite Broiler,Arizona,Oro Valley,"8195 N Oracle Rd, Ste 105",4,Muy bueno
Taqueria Jalisco,Delaware,Wilmington,1722 W Gilpin Dr,4,Muy bueno
Dos Gringos Mexican Kitchen,Pensilvania,Media,113 S Olive St,5,Muy bueno
Andale Latino Grill,Nueva Jersey,Evesham Township,"1041 NJ-73, Unit H2",5,Muy bueno
Panaderia Azteca Mexico,Nevada,Sparks,780 N Mccarran Blvd,2,Muy bueno
Lucianas Mexican Restaurant,Indiana,Indianapolis,1850 Broad Ripple Ave,5,Muy bueno
Miguel's Mexican Food,Nevada,Reno,13901 S Virginia St,4,Muy bueno
Casa Garcia Mexican Restaurant,Luisiana,Metairie,"8814 Veterans Memorial Blvd, Ste 9",1,Malo
Mission Taco Joint - Historic Soulard,Missouri,St. Louis,908 Lafayette Ave,5,Muy bueno
Cholulas Mexican Restaurant,Illinois,Swansea,1500 N Illinois St,5,Muy bueno
Taco Bell,Missouri,Arnold,1932 Richardson Road,1,Muy bueno
Oscar’s Taco Shop,Tennessee,Nolensville,7177 Nolensville Rd,5,Muy bueno
Taco Bus,Florida,Tampa,301 S Falkenburg Rd,5,Muy bueno
El Charro Cafe,Arizona,Tucson,311 N Court Ave,2,Muy bueno
Poco & Moms,Arizona,Tucson,7000 E Tanque Verde Rd,4,Muy bueno
Mi Nidito Restaurant,Arizona,Tucson,1813 S 4th Ave,5,Muy bueno
Breakfast Stop,Arizona,Tucson,6135 E 22nd St,4,Muy bueno
Taco Lindo,Nueva Jersey,Logan Township,525 Beckett Rd,4,Muy bueno
Rancho Rustico Restaurant,Arizona,Tucson,10275 E Old Vail Rd,5,Muy bueno
King George II Inn,Pensilvania,Bristol,102 Radcliffe St,5,Muy bueno
Blue Corn,Pensilvania,Philadelphia,940 S 9th St,5,Muy bueno
Taco Bell,Pensilvania,Warminster,430 York Rd.,1,Malo
La Hacienda,Indiana,Indianapolis,3874 Lafayette Rd,5,Muy bueno
The Corner,Pensilvania,Media,15 S Jackson St,3,Muy bueno
Taco Bell,Indiana,Carmel,615 E. Carmel Drive,1,Muy bueno
Cuñada,Luisiana,New Orleans,833 Conti St,5,Muy bueno
Elvira's,Arizona,Tucson,256 E Congress St,4,Malo
Besito Mexican Restaurant,Pensilvania,Ardmore,105 Coulter Ave,5,Muy bueno
El Taco Loco,Luisiana,New Orleans,1120 S Carrollton Ave,5,Muy bueno
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,5,Muy bueno
Las Palmas Mexican Restaurant,Tennessee,Hermitage,5104 Old Hickory Blvd,1,Muy bueno
Bartaco,Tennessee,Nashville,2526 12th Ave S,4,Muy bueno
Street Taco And Beer,Arizona,Tucson,5870 E Broadway Blvd,5,Muy bueno
Sabrina's West Street Kitchen,Nevada,Reno,138 West St,5,Muy bueno
Tres Amigos Cantina,Florida,Brandon,2025 W Brandon Blvd,2,Muy bueno
Chuy's,Florida,Lutz,25750 Sierra Center Blvd,4,Muy bueno
Jack in the Box,Idaho,Boise,9052 W Fairview Ave,5,Muy bueno
Rubio's Coastal Grill,Florida,St. Petersburg,2456 Tyrone Blvd North St,5,Muy bueno
Lucha II Authentic Mexican Food,Missouri,St. Louis,522 N Grand Blvd,4,Muy bueno
El Grullense Taqueria,Tennessee,Hendersonville,778 W Main St,5,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,Tucson,750 N Kolb Rd,3,Muy bueno
Cafe Rio Mexican Grill,Idaho,Boise,8233 W Franklin Rd,1,Malo
Taqueria Pico De Gallo,Arizona,Tucson,2618 S 6th Ave,5,Muy bueno
Gil Tacos,Indiana,Indianapolis,1665 S Lynhurst Dr,5,Muy bueno
Peppe's Mexican Grill,Pensilvania,Trevose,3501 Brownsville Rd,5,Regular
Delgado's Mexican Foods,California,Carpinteria,4401 Carpinteria Ave,3,Muy bueno
Latin Bowl Restaurant-Largo,Florida,Largo,11500 Walsingham Rd,5,Muy bueno
Margarita's Grill,Indiana,Greenwood,1675 W Smith Valley Rd,4,Muy bueno
Chipotle Mexican Grill,Tennessee,Nashville,731 Thompson Ln,1,Malo
Chipotle Mexican Grill,Idaho,Boise,"7610 W State St, Ste 110",5,Muy bueno
goa taco,California,Santa Barbara,718 State St,5,Muy bueno
Miguel's Mexican Seafood & Grill,Florida,Tampa,3035 W Kennedy Blvd,4,Muy bueno
Fuzzy's Taco Shop,Florida,Brandon,2874 Providence Lake Blvd,5,Muy bueno
Taco Bell,Indiana,Indianapolis,6990 E 10th St,1,Malo
Bartaco,Florida,Tampa,1601 W Snow Ave,5,Muy bueno
ClusterTruck,Indiana,Indianapolis,,5,Muy bueno
Don Pablo's,Nueva Jersey,Woodbury,1860 Deptford Center Rd,5,Muy bueno
Cantina Los Tres Hombres,Nevada,Sparks,"1180 Scheels Dr, Ste B 111",5,Muy bueno
Capital Tacos,Florida,New Port Richey,8530 Ridge Rd,5,Muy bueno
Charro Steak & Del Rey,Arizona,Tucson,188 E Broadway Blvd,4,Muy bueno
Jack in the Box,Idaho,Boise,2611 S Broadway Ave,1,Muy bueno
Mi Hacienda Mexican Restaurant,Indiana,Carmel,819 W Carmel Dr,5,Muy bueno
Super Taqueria,Nevada,Reno,"9333 Double R Blvd, Ste 1650",4,Muy bueno
Blue Coast Burrito,Tennessee,Nashville,500 Church St,4,Muy bueno
Chipotle Mexican Grill,Pensilvania,Philadelphia,"1100 W Montgomery Ave, Ste A",2,Malo
Tico's Tacos Tex Mex,Pensilvania,Philadelphia,1627 South St,5,Muy bueno
Pancho & Lefty's Cantina - Downtown,Tennessee,Nashville,104 5th Ave S,4,Muy bueno
Carmelita's Mexican Restaurant,Florida,Pinellas Park,6218 66th St N,2,Muy bueno
Casa Molina Del Norte,Arizona,Tucson,3001 N Campbell Ave,5,Muy bueno
El Gato Negro,Luisiana,New Orleans,800 S Peters St,5,Muy bueno
El Chapo Taco,Florida,Gulfport,3038 Beach Blvd S,5,Muy bueno
Urban Cantina,Florida,Tampa,200 E Madison St,5,Muy bueno
La Botana Tacos,Arizona,Tucson,3200 N 1st Ave,5,Muy bueno
Chipotle Mexican Grill,Arizona,Tucson,"9484 E 22nd St, Ste 130",5,Muy bueno
PJ's Pancake House & Tavern - Ewing,Nueva Jersey,Ewing,938 Bear Tavern Rd,5,Muy bueno
Pancho & Lefty's Cantina - Downtown,Tennessee,Nashville,104 5th Ave S,4,Muy bueno
The Taco and Ice Cream Joint,Missouri,St. Louis,2738 Cherokee St,5,Muy bueno
Murrietas,Nevada,Sparks,3060 Vista Blvd,2,Malo
Esquina Cantina,Tennessee,Brentwood,"710 Old Hickory Blvd, Ste 302",5,Muy bueno
El Sinaloense Hot Dog Cart,Arizona,Tucson,1526 N Alvernon Way,4,Muy bueno
Mony's Mexican Food,California,Santa Barbara,217 E Anacapa St,5,Muy bueno
Taqueria San Martin,Florida,Seffner,4000 County Rd 579,5,Muy bueno
Casa Molina,Arizona,Tucson,6225 E Speedway Blvd,5,Muy bueno
Corazon Cocina,California,Santa Barbara,"38 W Victoria, Unit 122",2,Muy bueno
Blue Corn,Pensilvania,Philadelphia,940 S 9th St,5,Regular
Macho Tequila's,Nevada,Sparks,2144 Greenbrae Dr,5,Muy bueno
Chili's,Missouri,Arnold,901 Arnold Commons Dr,4,Muy bueno
Ciria's Cocina,Nevada,Reno,"6135 Lakeside Dr, Ste 138",5,Muy bueno
The Velvet Cactus,Luisiana,New Orleans,6300 Argonne Blvd,4,Muy bueno
Chili's,Pensilvania,Bala Cynwyd,175 E City Ave,1,Malo
Chipotle Mexican Grill,Florida,Tampa,3696 W Gandy Blvd,2,Muy bueno
Capital Tacos,Florida,Saint Petersburg,5226 4th St N,5,Muy bueno
Taquería La Juquilita,Tennessee,Nashville,5913 Morrow Rd,5,Muy bueno
Moe's Southwest Grill,Florida,Wesley Chapel,"28139 Paseo Dr, Ste 105",3,Muy bueno
Sunny Daze Cafe,Arizona,Tucson,4980 S Campbell Ave,5,Muy bueno
Murrietas,Nevada,Sparks,3060 Vista Blvd,4,Muy bueno
Punch Bowl Social Indianapolis,Indiana,Indianapolis,120 South Meridian St,3,Muy bueno
Taco Bell,Nevada,Reno,601 E Moana Lane,1,Malo
Animo Juice,Pensilvania,Philadelphia,1701 Arch St,5,Muy bueno
Pepe's Mexican Restaurant,California,Goleta,254 Orange Ave,4,Muy bueno
Biscuits Cafe,Indiana,Indianapolis,1035 Broad Ripple Ave,4,Muy bueno
QDOBA Mexican Eats,Pensilvania,Conshohocken,"200 W Ridge Pike, Ste 108",4,Muy bueno
Restaurante Yesenia,Nevada,Reno,581 E Moana Ln,5,Muy bueno
Southwest Diner,Missouri,Saint Louis,6803 Southwest Ave,5,Muy bueno
Catty Shack,Luisiana,New Orleans,1839 Gentilly Blvd,5,Muy bueno
Chili's,Florida,Pinellas Park,7250 US Hwy 19 N,4,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,5,Muy bueno
Charro del Rey,Arizona,Tucson,178 E Broadway Blvd,5,Muy bueno
Angry Pepper  Waterside,Florida,Madeira Beach,4330 Duhme Rd,4,Muy bueno
Casita Taqueria,Florida,Saint Petersburg,2701 4th St,4,Muy bueno
Restaurante Colosio,Nueva Jersey,Swedesboro,1410 Kings Hwy,5,Muy bueno
Empamamas,Florida,Tampa,"1910 N Ola Ave, Ste 13",5,Muy bueno
Rancheros Market,Arizona,Tucson,16142 N Oracle Rd,5,Muy bueno
Cantina Laredo,Missouri,Clayton,7710 Forsyth Blvd,3,Muy bueno
Santa Fe,Luisiana,New Orleans,3201 Esplanade,5,Muy bueno
El Minuto Cafe,Arizona,Tucson,354 S Main Ave,5,Muy bueno
El Rodeo,Indiana,Indianapolis,5636 Mutual Ln,4,Muy bueno
El Patron Mexican Grill and Cantina,Luisiana,Gretna,101 Lapalco Blvd,5,Muy bueno
Fini's Landing,Arizona,Tucson,5689 N Swan Rd,5,Muy bueno
La Hacienda Restaurant,Arizona,Oro Valley,"11931 N 1st Ave, Ste 104",5,Muy bueno
Teresa's Mosaic Cafe,Arizona,Tucson,2455 N Silverbell Rd,5,Muy bueno
Chili's,Idaho,Boise,916 S Broadway Ave,5,Muy bueno
Casa Grande Mexican Restaurant & Cantina,Nevada,Reno,"1655 Robb Dr, Ste 1",5,Muy bueno
Salsa Verde Restaurant,Arizona,Tucson,210 N Pantano Rd,5,Muy bueno
El Guero Canelo,Arizona,Tucson,2480 N Oracle Rd,5,Muy bueno
La Botana Tacos,Arizona,Tucson,3200 N 1st Ave,5,Muy bueno
Better Byrd,Florida,St. Petersburg,4447 4th St N,3,Muy bueno
El Huarache Veloz,Florida,Pinellas Park,7100 49th St N,5,Muy bueno
Cancun Mexican Restaurant,Pensilvania,Fairless Hills,110 Lincoln Hwy,5,Muy bueno
Macho Tequila's,Nevada,Sparks,2144 Greenbrae Dr,1,Muy bueno
Charro del Rey,Arizona,Tucson,178 E Broadway Blvd,5,Muy bueno
Crystal Agave Mexican Grill,Florida,Palm Harbor,34940 US Hwy 19 N,5,Muy bueno
Chili's,Pensilvania,North Wales,544 Dekalb Pike,1,Malo
Monserrate Restaurant Bar & Grill,Florida,Tampa,2311 W Hillsborough Ave,5,Muy bueno
Oishii Poké,Pensilvania,Philadelphia,938 Arch St,5,Muy bueno
Capital Tacos,Florida,Saint Petersburg,5226 4th St N,5,Regular
Rosepepper Mexican Grill,Tennessee,Nashville,1907 Eastland Ave,2,Muy bueno
Salsa Verde Restaurant,Arizona,Tucson,210 N Pantano Rd,5,Muy bueno
California Tacos To Go,Florida,Tampa,808 S Dale Mabry Hwy,5,Muy bueno
The Little One,Arizona,Tucson,151 N Stone Ave,4,Muy bueno
Chipotle Mexican Grill,Pensilvania,Willow Grove,2618 W Moreland Rd,5,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,5,Muy bueno
Gran Agave,Florida,Riverview,5924 Providence Rd,5,Muy bueno
Taco Bell,Nevada,Spanish Springs,191 Disc Dr,1,Malo
Taco Bell,Illinois,Belleville,15 S 59th St,1,Malo
On The Border Mexican Grill & Cantina,Arizona,Tucson,5205 E Broadway Blvd,2,Muy bueno
Chili's,Missouri,Saint Louis,10701 Natural Bridge Rd,3,Muy bueno
East Beach Tacos,California,Santa Barbara,226 S Milpas St,5,Muy bueno
Nada,Indiana,Indianapolis,11 W Maryland St,5,Malo
Los Amigos Restaurant,Florida,Ruskin,17 7th Ave NE,4,Muy bueno
QDOBA Mexican Eats,Indiana,Greenwood,"795 N US 31, Ste B",4,Muy bueno
The Blind Pelican,Luisiana,New Orleans,1628 St Charles Ave,1,Malo
Yoshi Sushi,Florida,Tampa,7895 Gunn Hwy,5,Muy bueno
EL Azabache Mexican Restaurant,Indiana,Indianapolis,"4200 S East St, Ste 11",4,Muy bueno
Guadalajara Original Grill,Arizona,Tucson,1220 E Prince Rd,4,Malo
Tacos Don Memo,Pensilvania,Philadelphia,270 S 38th St,5,Muy bueno
Badfins Food + Brew,Florida,Clearwater,215 S Gulfview Blvd,5,Muy bueno
Bakersfield,Indiana,Indianapolis,334 Massachusetts Ave,2,Muy bueno
The Funky Taco,Idaho,Boise,801 W Bannock,5,Muy bueno
Charro Steak & Del Rey,Arizona,Tucson,188 E Broadway Blvd,5,Muy bueno
Guadalajara Original Grill,Arizona,Tucson,1220 E Prince Rd,4,Muy bueno
Mi Jalapeno,Illinois,O'Fallon,"1333 Central Park Dr, Ste 115",1,Malo
Capital Tacos,Florida,New Port Richey,8530 Ridge Rd,1,Muy bueno
La Tonalteca - Christiana,Delaware,Newark,1237 Churchmans Rd,2,Muy bueno
Provecho Mexican Grill,Pensilvania,Huntingdon Valley,2807 Philmont Ave,5,Muy bueno
Chili's,Pensilvania,Philadelphia,1239 Filbert St,1,Malo
Fito's Taco Shop,Arizona,Vail,13303 E Colossal Cave Rd,1,Malo
Cathy's Kitchen,Missouri,Ferguson,250 S Florissant Rd,2,Muy bueno
El Charro Cafe,Arizona,Tucson,311 N Court Ave,5,Muy bueno
Rio Grande MX Cocina,Illinois,Fairview Heights,47 Ludwig Dr,5,Muy bueno
La Hacienda Mexican Restaurant,Indiana,Avon,7841 E US Hwy 36,5,Muy bueno
Corazon Cocina,California,Santa Barbara,"38 W Victoria, Unit 122",5,Malo
Rollies Mexican Patio,Arizona,Tucson,4573 S 12th Ave,5,Muy bueno
El Vez,Pensilvania,Philadelphia,121 S 13th St,5,Muy bueno
Ciria's Cocina,Nevada,Reno,"6135 Lakeside Dr, Ste 138",5,Muy bueno
Taquitos Mexican,Florida,St Petersburg,9617 Bay Pines Blvd,5,Muy bueno
El Metate Auténtico Mexicán Restaurant,Tennessee,Nashville,1805 Dickerson Pike,4,Muy bueno
Calle Tepa,Arizona,Tucson,6151 E Broadway,4,Muy bueno
South Philly Barbacoa,Pensilvania,Philadelphia,1140 S 9th St,5,Muy bueno
Aqui Con El Nene,Arizona,Tucson,4415 N Flowing Wells Rd,3,Muy bueno
Livery - Indianapolis,Indiana,Indianapolis,720 N College Ave,2,Muy bueno
Tortas El Guero,Indiana,Indianapolis,3818 N Highschool Rd,4,Muy bueno
Taco Buddha,Missouri,University City,7405 Pershing Ave,5,Muy bueno
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,5,Muy bueno
Chipotle Mexican Grill,Florida,Tampa,18019 Highwoods Preserve Pkwy,4,Muy bueno
Walnut Grill - Sunset Hills,Missouri,St. Louis,10797 Sunset Hills Plz,1,Muy bueno
Urban Eats Grill & Cantina,Indiana,Indianapolis,250 S Meridian St,5,Muy bueno
Los Catrachos,Luisiana,New Orleans,3001 Tulane Ave.,1,Malo
Las Maracas,Luisiana,Westwego,27 Louisiana St,5,Muy bueno
Ciria's Cocina,Nevada,Reno,"6135 Lakeside Dr, Ste 138",4,Muy bueno
Tequila Sunrise,Indiana,Fishers,11653 Fishers Station Dr,5,Muy bueno
Seis Kitchen,Arizona,Tucson,"130 S Avenida Del Convento, Ste 100",5,Muy bueno
Taco Bell,Florida,Port Richey,9211 US 19 North,2,Muy bueno
Las Margaritas,Pensilvania,Philadelphia,2538 Welsh Rd,5,Muy bueno
Tacos El Tio,Nueva Jersey,Medford,200 Tuckerton Rd,5,Muy bueno
Restaurante Yesenia,Nevada,Reno,581 E Moana Ln,5,Muy bueno
Chronic Tacos,Florida,Tampa,10420 N Dale Mabry Hwy,5,Muy bueno
Mariscos El Pulpo Restaurant,Florida,Seminole,8740 Seminole Blvd,5,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,5,Muy bueno
Habanero Grill,Tennessee,Nashville,2543 Lebanon Pike,5,Muy bueno
Sopapilla's,Tennessee,Franklin,1109 Davenport Blvd,3,Muy bueno
El Charro Cafe,Arizona,Tucson,311 N Court Ave,5,Muy bueno
Carisma Restaurante,Pensilvania,Skippack,4042 Skippack Pike,5,Muy bueno
Casa Tina,Florida,Dunedin,365 Main St,5,Muy bueno
Cholita Taqueria,Indiana,Indianapolis,1001 Broad Ripple Ave,5,Muy bueno
Chili's,Pensilvania,Philadelphia,2320 W Oregon Ave,1,Malo
Carmelita's Mexican Restaurant,Florida,Largo,7705 Ulmerton Rd,5,Muy bueno
Chuy's,Florida,Lutz,25750 Sierra Center Blvd,4,Muy bueno
El Dorado,Tennessee,Pleasant View,2524 Hwy 49 E,2,Muy bueno
Nemi Restaurant,Pensilvania,Philadelphia,2636 E Ann St,5,Muy bueno
Plaza Azteca - Plymouth Meeting,Pensilvania,Plymouth Meeting,351 Plymouth Rd,4,Muy bueno
Habanero Grill,Tennessee,Nashville,2543 Lebanon Pike,2,Malo
Solario Cantina,Tennessee,Nashville,2800 Opryland Dr,3,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,Tucson,750 N Kolb Rd,5,Muy bueno
Amigos Tortilla Bar,Florida,St Petersburg,681 Central Ave,1,Muy bueno
Margaritas Mexican Restaurant,Pensilvania,Lansdale,1650 Sumneytown Pike,4,Muy bueno
El Pollo Loco,Arizona,Tucson,5601 E Broadway Blvd,5,Muy bueno
Chili's,Nevada,Reno,10340 N McCarran Blvd,3,Malo
Espíritu Mezcaleria,Luisiana,New Orleans,520 Capdeville St,3,Muy bueno
Moe's Southwest Grill,Nueva Jersey,Deptford,1692 Clements Bridge Rd,2,Muy bueno
Tammy's International Pizza Sensation,Indiana,Indianapolis,325 West Washington St,3,Malo
Los Amigos Restaurant,Florida,Ruskin,17 7th Ave NE,4,Muy bueno
Guadalajara Grill Mexican Restaurant,Indiana,Indianapolis,9918 E Washington St,4,Muy bueno
Aqui Con El Nene,Arizona,Tucson,4415 N Flowing Wells Rd,5,Muy bueno
Esquina Cantina,Tennessee,Brentwood,"710 Old Hickory Blvd, Ste 302",5,Muy bueno
Amigos Tortilla Bar,Florida,St Petersburg,681 Central Ave,1,Malo
El Charro Cafe,Arizona,Tucson,311 N Court Ave,5,Muy bueno
Provecho Mexican Grill,Pensilvania,Huntingdon Valley,2807 Philmont Ave,4,Muy bueno
Chili's,Nueva Jersey,Deptford,1760 Clements Bridge Rd,2,Muy bueno
Penca,Arizona,Tucson,50 E Broadway Blvd,5,Muy bueno
El Bocado,Pensilvania,Philadelphia,1005 E Passyunk Ave,5,Muy bueno
Salty Cowboy,Indiana,Zionsville,55 E Oak St,4,Muy bueno
Casa Juarez Mexican Town,Missouri,Maryland Heights,12710 Dorsett Rd,4,Muy bueno
Loren & Mari Mexican Grill,Indiana,Carmel,2293 E 116th St,5,Muy bueno
El Primo Plaza,Pensilvania,Bensalem,2846 Street Rd,5,Muy bueno
Walnut Grill - Sunset Hills,Missouri,St. Louis,10797 Sunset Hills Plz,2,Malo
Baja Fresh,Pensilvania,Trevose,551 E St Rd,5,Muy bueno
Mojo's Tacos,Tennessee,Franklin,230 Franklin Rd,4,Muy bueno
Bertha Miranda's Mexican Food Restaurant and Cantina,Nevada,Reno,336 Mill St,5,Muy bueno
Taco Bar,Florida,Clearwater,29835 US Hwy 19 N,5,Muy bueno
El Paso Mexican Restaurant,Pensilvania,Croydon,2209 Bristol Pike,5,Muy bueno
Yard House,Indiana,Indianapolis,15 W Maryland St,4,Muy bueno
Central Taco & Tequila,Nueva Jersey,Haddon Township,350 Haddon Ave,2,Muy bueno
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson",Arizona,Tucson,4901 E Broadway Blvd,4,Muy bueno
El Barrio Cantina & Tequila Bar,Pensilvania,Holland,1470 Buck Rd,5,Muy bueno
Johnny Sanchez,Luisiana,New Orleans,930 Poydras St,3,Muy bueno
Mayas,Luisiana,New Orleans,2027 Magazine St,4,Muy bueno
Cholita Taqueria,Indiana,Indianapolis,1001 Broad Ripple Ave,3,Muy bueno
Seis Kitchen,Arizona,Tucson,"130 S Avenida Del Convento, Ste 100",5,Muy bueno
Fonda El Cubilete,Tennessee,Nashville,310A Gallatin Pike S,5,Muy bueno
Don Chencho Mexican Restaurant,Illinois,Granite City,"3361 Fehling Rd, Ste 4",5,Muy bueno
Green Lemon,Florida,Tampa,915 S Howard Ave,4,Muy bueno
Pancho's Restaurant of San Ann,Florida,San Antonio,32804 Pennsylvania Ave,5,Muy bueno
Oscar's Taco Shop,Tennessee,Nashville,530 Church St,5,Muy bueno
Capital Tacos,Florida,Saint Petersburg,5226 4th St N,4,Muy bueno
Los Magueyes Mexican Grill,Florida,New Port Richey,7041 US Hwy 19,4,Muy bueno
Frank's,Arizona,Tucson,3843 E Pima St,5,Muy bueno
Seis Kitchen,Arizona,Tucson,"130 S Avenida Del Convento, Ste 100",5,Muy bueno
Lolis Mexican Cravings Food Truck,Florida,Riverview,11347 S US-301,5,Muy bueno
Red's Broken Bat,Nevada,Reno,"250 Evans Ave, Ste 101",5,Muy bueno
El Potro Mexican Restaurant Bar & Grill,Indiana,Plainfield,140 Perry Rd,4,Muy bueno
Johnny Manana's,Pensilvania,Philadelphia,315 N 12th St,5,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,Philadelphia,261 S 44th St,5,Muy bueno
La Tolteca - Wilmington,Delaware,Wilmington,4147 Concord Pike,5,Muy bueno
Espíritu Mezcaleria,Luisiana,New Orleans,520 Capdeville St,5,Muy bueno
The Toros,Indiana,Brownsburg,271 W Northfield Dr,1,Malo
Pancho's Taqueria and Mexican Restaurant,Indiana,Fishers,9658 Allisonville Rd,5,Muy bueno
Tumerico,Arizona,Tucson,2526 E 6th St,5,Muy bueno
Crazy Burrito,Florida,Tampa,2506 W Columbus Dr,5,Muy bueno
Bartaco,Florida,Tampa,1601 W Snow Ave,2,Muy bueno
Tacos Y Mariscos Lopez,Tennessee,Nashville,890 Murfreesboro Pike,1,Malo
Taco Dirty,Florida,Tampa,2221 W Platt St,3,Muy bueno
Seis Kitchen,Arizona,Tucson,"130 S Avenida Del Convento, Ste 100",5,Muy bueno
El  Sitio,California,Santa  Barbara,2830 De La Vina St,4,Muy bueno
El Jaliciense Mexican Restaurant,Tennessee,Nashville,3225 Gallatin Pike,1,Muy bueno
Taquitos Mexican,Florida,St Petersburg,9617 Bay Pines Blvd,5,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,Tucson,750 N Kolb Rd,5,Muy bueno
Roberto's Taco Shop,Nevada,Reno,801 N Virginia St,1,Malo
Casa Tina,Florida,Dunedin,365 Main St,4,Muy bueno
Tacos Apson,Arizona,Tucson,3501 S 12th Ave,4,Muy bueno
El Torito,Missouri,Saint Louis,2753 Cherokee St,4,Malo
Charro Steak & Del Rey,Arizona,Tucson,188 E Broadway Blvd,5,Muy bueno
Kitchen West Side,Tennessee,Nashville,95 White Bridge Rd,2,Malo
Burrito Boarder,Florida,Saint Petersburg,17 3rd St N,1,Muy bueno
Bakersfield,Tennessee,Nashville,201 3rd Ave S,5,Muy bueno
Southwest Diner,Missouri,Saint Louis,6803 Southwest Ave,5,Muy bueno
